longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-1.3159770319619526,0.9953204599300904,1.8372802321014996,-0.6222200144659108,-1.1562990959175468,-1.1613522965860044,-1.16823346722888,2.6201651655232494,352100.0,1.3009351963241131
-1.320966708316483,0.9953204599300904,1.8372802321014996,-0.7998833936001342,-0.9531821018468845,-1.058969639140972,-0.9642051839907612,1.4777584754890087,341300.0,1.3009351963241131
-1.320966708316483,0.9953204599300904,1.8372802321014996,-0.47493431155671006,-0.7500651077762223,-1.047410306848791,-0.7698925332877907,0.20612954572222048,342200.0,1.3009351963241131
-1.320966708316483,0.9953204599300904,1.8372802321014996,-1.1266735469299232,-1.0524837433925416,-1.2984129509075801,-1.090508406947692,0.3410132198351652,269700.0,1.3009351963241131
-1.320966708316483,0.9907046869807781,1.8372802321014996,0.360912052453004,0.19330048690752014,-0.17385505219682043,0.468850614943646,0.0737227491506994,299200.0,1.3009351963241131
-1.320966708316483,0.9907046869807781,1.8372802321014996,0.8846968334238491,1.087015260818434,-0.06982106156719069,1.114940178531023,-0.30778716015826363,241400.0,1.3009351963241131
-1.3259563846710138,0.9907046869807781,1.01803332371855,0.3793227653166541,0.9877136192727769,0.0110942644780769,0.8623337326171612,-1.0434905578907772,226700.0,1.3009351963241131
-1.320966708316483,0.9907046869807781,1.8372802321014996,1.2943351946400636,1.177289480405395,0.5808042131641445,1.4404138684584984,0.09643925460203985,261100.0,1.3009351963241131
-1.3259563846710138,0.9953204599300904,1.8372802321014996,0.05437368327323002,-0.054953616956622584,-0.4777003581627232,-0.07522480702467131,-0.24897901053189594,281500.0,1.3009351963241131
-1.3259563846710138,0.9953204599300904,1.8372802321014996,1.2519905550536683,1.3804064744760571,0.5031915534880717,1.5375701938099835,-0.20128142587705608,241800.0,1.3009351963241131
-1.3259563846710138,0.9953204599300904,1.8372802321014996,0.32040848415297385,0.1255948222172994,-0.16724971945843126,0.24539106663522997,-0.33963272854799337,213500.0,1.3009351963241131
-1.3259563846710138,0.9907046869807781,1.8372802321014996,-1.3319529953596219,-1.1517853849381987,-1.4107036074601964,-1.182806916031603,-0.6236951985843834,191300.0,1.3009351963241131
-1.3259563846710138,0.9953204599300904,1.8372802321014996,0.4603299019167145,0.8116788910782029,0.021002263585660687,0.9837791393065177,-1.1593376588996387,159200.0,1.3009351963241131
-1.3259563846710138,0.9953204599300904,1.6734308504249098,-0.9416458826502399,-0.7365239748381781,-0.8294343264819476,-0.7456034519499194,-1.0119280612200672,140000.0,1.3009351963241131
-1.3309460610255375,0.9953204599300904,1.8372802321014996,-0.16287272851784104,-0.4476464721599029,-0.6709063407606071,-0.4201297620224439,-0.5519365178128589,152500.0,1.3009351963241131
-1.3309460610255375,0.9953204599300904,1.8372802321014996,-0.8422280331865294,-0.6913868650446976,-0.9103496525272152,-0.5561486175145233,-1.015324921848305,155500.0,1.3009351963241131
-1.3259563846710138,0.9907046869807781,1.6734308504249098,0.08843350207098269,0.03983431360968646,-0.3455937033949394,0.007358069524091141,-1.106686319161952,158700.0,1.3009351963241131
-1.3309460610255375,0.9907046869807781,1.8372802321014996,-0.5890807313113406,-0.6688183101479573,-0.8409936587741287,-0.6921674730066025,-0.6734450532021169,162900.0,1.3009351963241131
-1.3309460610255375,0.9953204599300904,0.85418394204196,-1.281323534984584,-1.183381361793635,-1.3050182836459694,-1.221669446172197,-1.5548596183000831,147500.0,1.3009351963241131
-1.3309460610255375,0.9953204599300904,1.01803332371855,-0.46388788383852003,-0.3573722525729419,-0.4463250276553746,-0.25010619265734474,-1.3031380921617075,159800.0,1.3009351963241131
-1.3309460610255375,0.9907046869807781,1.8372802321014996,0.26977902377793606,0.4280134578336187,-0.30431037378000697,0.2939692293109726,-1.2949997802398876,113900.0,1.3009351963241131
-1.3309460610255375,0.9907046869807781,1.8372802321014996,-0.4187816373225773,-0.4927835819533834,-0.5718263496847692,-0.4492766596278895,-0.9725810922763121,99700.0,1.3009351963241131
-1.3309460610255375,0.9907046869807781,1.8372802321014996,0.07462546742324512,-0.04141248401857844,-0.31917237244138263,0.021931518326813927,-0.6757803948840303,132600.0,1.3009351963241131
-1.3359357373800682,0.9953204599300904,0.936108632880255,-1.480159233912005,-1.458717731533866,-1.4569409366289208,-1.4499868107481875,-0.8146270730632523,107500.0,1.3009351963241131
-1.3359357373800682,0.9953204599300904,1.5915061595866147,-0.9324405262184148,-0.912558703032752,-0.9780543130957043,-0.8670488586392759,-0.7750678003302323,93800.0,1.3009351963241131
-1.3359357373800682,0.9953204599300904,1.8372802321014996,-0.22546915225425135,-0.11363185968814724,-0.16064438672004205,-0.09951388836254262,-1.2362623985432748,105500.0,1.3009351963241131
-1.3359357373800682,0.9907046869807781,1.6734308504249098,-0.05609059390867052,0.2068416198455643,-0.11275572436672042,0.2696801479731013,-1.3534540902174805,108900.0,1.3009351963241131
-1.3359357373800682,0.9907046869807781,1.8372802321014996,-1.3015753191345991,-1.2917104252979883,-1.3281369482303316,-1.275105425115514,-1.3215377538979958,132000.0,1.3009351963241131
-1.3359357373800682,0.9907046869807781,1.5915061595866147,-0.20889951067696627,0.00372462577490206,-0.5553130178387962,-0.1918123974464536,-1.1517654904158585,122300.0,1.3009351963241131
-1.3359357373800682,0.9907046869807781,1.8372802321014996,0.009267436757287301,0.15719079907273575,-0.05165639653662041,0.1142300274107249,-1.1276336263694189,115200.0,1.3009351963241131
-1.3309460610255375,0.9907046869807781,1.5095814687483198,-0.20337629681787125,-0.16779639144032382,-0.2861457087494367,-0.4006984969521468,-1.244117638746075,110400.0,1.3009351963241131
-1.3309460610255375,0.9860889140314624,1.5915061595866147,-0.44915931354759997,-0.36188596355228997,-0.7353083349599017,-0.4298453945575924,-1.5426875343822306,104900.0,1.3009351963241131
-1.3309460610255375,0.9860889140314624,1.7553555412632047,0.48058168606672963,0.5769659201521044,0.09696359007713638,0.5757225728302797,-0.5835697824133237,109700.0,1.3009351963241131
-1.3309460610255375,0.9860889140314624,1.5915061595866147,-0.854194996547902,-0.7410376858175262,-1.0391536409258044,-0.7456034519499194,-1.4640643644244755,97200.0,1.3009351963241131
-1.3309460610255375,0.9860889140314624,1.5095814687483198,-0.3175227165725018,-0.06398103891531869,-0.3505477029487313,-0.21124366251675064,-1.739280843241496,104500.0,1.3009351963241131
-1.3359357373800682,0.9860889140314624,1.8372802321014996,-0.5817164461658806,-0.2535569000479368,-0.4925623568240989,-0.07036699075709704,-1.5177064551787316,103900.0,1.3009351963241131
-1.3259563846710138,0.9860889140314624,1.8372802321014996,-0.6194584075363633,-0.5243795588088197,-0.842644991958726,-0.5270017199090776,-0.05302261304042525,191400.0,1.3009351963241131
-1.3259563846710138,0.9860889140314624,1.8372802321014996,0.2660968812052061,1.2133991682401795,0.2934722390442148,1.3529731756421617,-0.6829987237190358,176000.0,1.3009351963241131
-1.3259563846710138,0.9860889140314624,1.8372802321014996,-0.4399539571157749,-0.12265928164684332,-0.4182523635172205,-0.10922952089769114,-1.031176938113415,155400.0,1.3009351963241131
-1.3259563846710138,0.9860889140314624,1.7553555412632047,-1.1110244409958208,-0.6101400674164327,-1.1266742997094612,-0.8184706959635334,-1.6062371353021803,150000.0,1.3009351963241131
